CMDLINE streamlit run scoring_runage.py
MEM 1.636719 1689635287.9380
MEM 3.570312 1689635288.0504
MEM 3.570312 1689635288.1584
MEM 3.570312 1689635288.2669
MEM 3.570312 1689635288.3748
MEM 3.570312 1689635288.4833
MEM 3.570312 1689635288.5913
MEM 3.570312 1689635288.6997
MEM 3.570312 1689635288.8078
MEM 3.570312 1689635288.9159
MEM 3.570312 1689635289.0239
MEM 3.570312 1689635289.1325
MEM 3.570312 1689635289.2407
MEM 3.570312 1689635289.3487
MEM 3.570312 1689635289.4567
MEM 3.570312 1689635289.5692
MEM 3.570312 1689635289.6888
MEM 3.570312 1689635289.7968
MEM 3.570312 1689635289.9050
MEM 3.570312 1689635290.0118
MEM 3.570312 1689635290.1206
MEM 3.570312 1689635290.2288
MEM 3.570312 1689635290.3366
MEM 3.570312 1689635290.4457
MEM 3.570312 1689635290.5548
MEM 3.570312 1689635290.6629
MEM 3.570312 1689635290.7718
MEM 3.570312 1689635290.8801
MEM 3.570312 1689635290.9874
MEM 3.570312 1689635291.0952
MEM 3.570312 1689635291.2047
MEM 3.570312 1689635291.3122
MEM 3.570312 1689635291.4201
MEM 3.570312 1689635291.5302
MEM 3.570312 1689635291.6377
MEM 3.570312 1689635291.7466
MEM 3.570312 1689635291.8563
MEM 3.570312 1689635291.9648
MEM 3.570312 1689635292.0735
MEM 3.570312 1689635292.1825
MEM 3.570312 1689635292.2915
MEM 3.570312 1689635292.4003
MEM 3.570312 1689635292.5084
MEM 3.570312 1689635292.6159
MEM 3.570312 1689635292.7260
MEM 3.570312 1689635292.8365
MEM 3.570312 1689635292.9471
MEM 3.570312 1689635293.0553
MEM 3.570312 1689635293.1637
MEM 3.570312 1689635293.2723
MEM 3.570312 1689635293.3807
MEM 3.570312 1689635293.4896
MEM 3.570312 1689635293.5986
MEM 3.570312 1689635293.7074
MEM 3.570312 1689635293.8167
MEM 3.570312 1689635293.9241
MEM 3.570312 1689635294.0318
MEM 3.570312 1689635294.1396
MEM 3.570312 1689635294.2476
MEM 3.570312 1689635294.3561
MEM 3.570312 1689635294.4641
MEM 3.570312 1689635294.5725
MEM 3.570312 1689635294.6806
MEM 3.570312 1689635294.7885
MEM 3.570312 1689635294.8970
MEM 3.570312 1689635295.0049
MEM 3.570312 1689635295.1129
MEM 3.570312 1689635295.2209
MEM 3.570312 1689635295.3282
MEM 3.570312 1689635295.4372
MEM 3.570312 1689635295.5461
MEM 3.570312 1689635295.6555
MEM 3.570312 1689635295.7645
MEM 3.570312 1689635295.8738
MEM 3.570312 1689635295.9827
MEM 3.570312 1689635296.0915
MEM 3.570312 1689635296.2004
MEM 3.570312 1689635296.3092
MEM 3.570312 1689635296.4178
MEM 3.570312 1689635296.5252
MEM 3.570312 1689635296.6337
MEM 3.570312 1689635296.7427
MEM 3.570312 1689635296.8511
MEM 3.570312 1689635296.9596
MEM 3.570312 1689635297.0706
MEM 3.570312 1689635297.1795
MEM 3.570312 1689635297.2885
MEM 3.570312 1689635297.3969
MEM 3.570312 1689635297.5053
MEM 3.570312 1689635297.6134
MEM 3.570312 1689635297.7218
MEM 3.570312 1689635297.8313
MEM 3.570312 1689635297.9411
MEM 3.570312 1689635298.0504
MEM 3.570312 1689635298.1594
MEM 3.570312 1689635298.2673
MEM 3.570312 1689635298.3764
MEM 3.570312 1689635298.4849
MEM 3.570312 1689635298.5938
MEM 3.570312 1689635298.7028
MEM 3.570312 1689635298.8117
MEM 3.570312 1689635298.9197
MEM 3.570312 1689635299.0277
MEM 3.570312 1689635299.1366
MEM 3.570312 1689635299.2455
MEM 3.570312 1689635299.3531
MEM 3.570312 1689635299.4611
MEM 3.570312 1689635299.5694
MEM 3.570312 1689635299.6781
MEM 3.570312 1689635299.7862
MEM 3.570312 1689635299.8949
MEM 3.570312 1689635300.0038
MEM 3.570312 1689635300.1128
MEM 3.570312 1689635300.2215
MEM 3.570312 1689635300.3303
MEM 3.570312 1689635300.4387
MEM 3.570312 1689635300.5472
MEM 3.570312 1689635300.6556
MEM 3.570312 1689635300.7645
MEM 3.570312 1689635300.8727
MEM 3.570312 1689635300.9804
MEM 3.570312 1689635301.0882
MEM 3.570312 1689635301.1967
MEM 3.570312 1689635301.3047
MEM 3.570312 1689635301.4132
MEM 3.570312 1689635301.5217
MEM 3.570312 1689635301.6296
MEM 3.570312 1689635301.7375
MEM 3.570312 1689635301.8460
MEM 3.570312 1689635301.9540
MEM 3.570312 1689635302.0624
MEM 3.570312 1689635302.1714
MEM 3.570312 1689635302.2795
MEM 3.570312 1689635302.3882
MEM 3.570312 1689635302.4962
MEM 3.570312 1689635302.6042
MEM 3.570312 1689635302.7122
MEM 3.570312 1689635302.8206
MEM 3.570312 1689635302.9286
MEM 3.570312 1689635303.0371
MEM 3.570312 1689635303.1451
MEM 3.570312 1689635303.2532
MEM 3.570312 1689635303.3616
MEM 3.570312 1689635303.4696
MEM 3.570312 1689635303.5777
MEM 3.570312 1689635303.6862
MEM 3.570312 1689635303.7941
MEM 3.570312 1689635303.9025
MEM 3.570312 1689635304.0105
MEM 3.570312 1689635304.1184
MEM 3.570312 1689635304.2278
MEM 3.570312 1689635304.3347
MEM 3.570312 1689635304.4432
MEM 3.570312 1689635304.5516
MEM 3.570312 1689635304.6595
MEM 3.570312 1689635304.7675
MEM 3.570312 1689635304.8769
MEM 3.570312 1689635304.9839
MEM 3.570312 1689635305.0920
MEM 3.570312 1689635305.2004
MEM 3.570312 1689635305.3085
MEM 3.570312 1689635305.4170
MEM 3.570312 1689635305.5254
MEM 3.570312 1689635305.6334
MEM 3.570312 1689635305.7424
MEM 3.570312 1689635305.8493
MEM 3.570312 1689635305.9579
MEM 3.570312 1689635306.0660
MEM 3.570312 1689635306.1740
MEM 3.570312 1689635306.2823
MEM 3.570312 1689635306.3907
MEM 3.570312 1689635306.4986
MEM 3.570312 1689635306.6068
MEM 3.570312 1689635306.7148
MEM 3.570312 1689635306.8232
MEM 3.570312 1689635306.9317
MEM 3.570312 1689635307.0397
MEM 3.570312 1689635307.1476
MEM 3.570312 1689635307.2561
MEM 3.570312 1689635307.3641
MEM 3.570312 1689635307.4720
MEM 3.570312 1689635307.5805
MEM 3.570312 1689635307.6885
MEM 3.570312 1689635307.7972
MEM 3.570312 1689635307.9050
MEM 3.570312 1689635308.0130
MEM 3.570312 1689635308.1215
MEM 3.570312 1689635308.2294
MEM 3.570312 1689635308.3385
MEM 3.570312 1689635308.4460
MEM 3.570312 1689635308.5545
MEM 3.570312 1689635308.6626
MEM 3.570312 1689635308.7705
